Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
2548,West Bengal,District_20,2016-06-28,Water,350.9,132,90.88,Industrial Waste,Unrecovered,2747224,83,Yes,102,0,139.3,3.23,254,7.03,26.4,No,Yes
2549,Uttar Pradesh,District_17,2022-03-01,Soil,350.9,351,36.96,Urban Expansion,Recovered,4380643,222,No,32,9,139.3,3.23,263,7.03,26.4,Yes,Yes
2550,Maharashtra,District_5,2022-12-02,Water,350.9,180,29.43,Agricultural Runoff,Recovered,304319,252,Yes,62,8,139.3,3.23,176,7.03,26.4,No,Yes
2551,Bihar,District_3,2012-12-01,Soil,350.9,342,50.57,Deforestation,Recovered,2450954,30,Yes,115,9,139.3,3.23,121,7.03,26.4,Yes,Yes
2552,Gujarat,District_2,2016-11-26,Water,350.9,145,46.14,Illegal Dumping,Recovered,381879,200,No,30,8,139.3,3.23,265,7.03,26.4,No,No
2553,Uttar Pradesh,District_3,2012-09-04,Soil,350.9,68,35.1,Agricultural Runoff,Unrecovered,2966038,51,Yes,141,8,139.3,3.23,139,7.03,26.4,Yes,No
2554,Odisha,District_8,2013-11-25,Mixed,350.9,202,69.68,Agricultural Runoff,Unrecovered,1558244,71,Yes,168,3,139.3,3.23,363,7.03,26.4,No,Yes
2555,West Bengal,District_16,2010-03-06,Soil,350.9,474,76.2,Urban Expansion,Unrecovered,4924962,20,Yes,31,1,139.3,3.23,282,7.03,26.4,No,No
2556,Odisha,District_6,2015-04-29,Soil,350.9,277,85.45,Agricultural Runoff,Partially Recovered,4742397,15,Yes,37,6,139.3,3.23,282,7.03,26.4,No,Yes
2557,Bihar,District_13,2023-08-12,Air,350.9,269,97.31,Illegal Dumping,Unrecovered,1492309,15,No,173,3,139.3,3.23,112,7.03,26.4,Yes,No
2558,Karnataka,District_16,2019-01-25,Water,350.9,382,27.4,Agricultural Runoff,Recovered,309519,174,Yes,102,4,139.3,3.23,296,7.03,26.4,Yes,No
2559,Kerala,District_16,2013-07-24,Mixed,350.9,470,71.89,Illegal Dumping,Unrecovered,1759677,77,Yes,128,0,139.3,3.23,184,7.03,26.4,Yes,No
2560,Kerala,District_3,2016-08-24,Air,350.9,104,40.03,Illegal Dumping,Partially Recovered,3528287,239,No,86,9,139.3,3.23,51,7.03,26.4,Yes,No
2561,Odisha,District_13,2018-08-07,Water,350.9,134,68.03,Industrial Waste,Recovered,1588698,36,Yes,59,5,139.3,3.23,210,7.03,26.4,Yes,No
2562,Punjab,District_14,2013-06-21,Mixed,350.9,50,48.12,Urban Expansion,Unrecovered,3198408,231,Yes,28,6,139.3,3.23,189,7.03,26.4,No,No
2563,Karnataka,District_8,2021-08-25,Mixed,350.9,388,99.38,Deforestation,Recovered,3808818,212,No,122,2,139.3,3.23,353,7.03,26.4,Yes,Yes
2564,Kerala,District_12,2021-08-02,Mixed,350.9,263,73.16,Industrial Waste,Recovered,1586263,192,Yes,61,9,139.3,3.23,358,7.03,26.4,Yes,Yes
2565,Karnataka,District_8,2014-02-20,Water,350.9,16,95.3,Deforestation,Unrecovered,2784274,59,Yes,147,1,139.3,3.23,251,7.03,26.4,Yes,Yes
2566,Uttar Pradesh,District_9,2012-01-29,Mixed,350.9,480,83.66,Illegal Dumping,Unrecovered,3075665,188,Yes,171,9,139.3,3.23,174,7.03,26.4,No,No
2567,Karnataka,District_1,2014-10-09,Mixed,350.9,225,90.39,Industrial Waste,Partially Recovered,3523780,266,Yes,16,6,139.3,3.23,396,7.03,26.4,No,Yes
2568,Tamil Nadu,District_6,2021-06-06,Air,350.9,78,81.63,Agricultural Runoff,Unrecovered,1397213,125,Yes,69,0,139.3,3.23,131,7.03,26.4,No,No
2569,Bihar,District_19,2020-11-27,Soil,350.9,78,46.46,Agricultural Runoff,Unrecovered,4048195,202,Yes,44,1,139.3,3.23,373,7.03,26.4,Yes,No
2570,Kerala,District_11,2019-06-20,Water,350.9,90,25.93,Deforestation,Unrecovered,1503340,31,Yes,113,2,139.3,3.23,213,7.03,26.4,Yes,No
2571,Karnataka,District_11,2020-08-31,Soil,350.9,39,37.66,Illegal Dumping,Recovered,3839428,260,No,138,3,139.3,3.23,399,7.03,26.4,No,Yes
2572,Odisha,District_13,2021-11-16,Air,350.9,82,3.0,Deforestation,Partially Recovered,4134597,93,No,175,4,139.3,3.23,289,7.03,26.4,Yes,No
2573,Maharashtra,District_11,2013-08-08,Soil,350.9,271,52.88,Urban Expansion,Recovered,4559122,99,No,19,3,139.3,3.23,262,7.03,26.4,Yes,No
2574,Tamil Nadu,District_18,2018-04-06,Mixed,350.9,98,51.0,Agricultural Runoff,Unrecovered,3346590,284,Yes,84,9,139.3,3.23,198,7.03,26.4,Yes,Yes
2575,Tamil Nadu,District_15,2010-11-02,Mixed,350.9,412,53.0,Industrial Waste,Partially Recovered,3511651,24,No,93,2,139.3,3.23,121,7.03,26.4,Yes,Yes
2576,Punjab,District_1,2018-03-08,Water,350.9,217,97.43,Industrial Waste,Unrecovered,4141029,116,No,179,0,139.3,3.23,152,7.03,26.4,Yes,Yes
2577,Karnataka,District_7,2011-11-05,Water,350.9,222,91.23,Industrial Waste,Recovered,1070385,198,No,141,6,139.3,3.23,232,7.03,26.4,No,No
2578,Punjab,District_13,2020-08-21,Water,350.9,331,17.01,Agricultural Runoff,Recovered,4727105,278,No,144,9,139.3,3.23,233,7.03,26.4,No,No
2579,Punjab,District_12,2015-05-28,Air,350.9,275,37.52,Illegal Dumping,Unrecovered,2780208,69,Yes,163,5,139.3,3.23,62,7.03,26.4,No,Yes
2580,Maharashtra,District_18,2011-10-12,Water,350.9,409,42.97,Agricultural Runoff,Partially Recovered,773720,78,Yes,100,1,139.3,3.23,281,7.03,26.4,Yes,No
2581,Uttar Pradesh,District_19,2013-01-28,Air,350.9,302,36.69,Agricultural Runoff,Recovered,3286034,13,Yes,39,1,139.3,3.23,199,7.03,26.4,No,No
2582,Karnataka,District_15,2016-05-09,Mixed,350.9,216,80.05,Industrial Waste,Unrecovered,716817,28,No,67,2,139.3,3.23,312,7.03,26.4,Yes,No
2583,West Bengal,District_8,2022-08-16,Soil,350.9,342,52.88,Agricultural Runoff,Unrecovered,4095123,143,Yes,73,7,139.3,3.23,73,7.03,26.4,No,Yes
2584,Kerala,District_19,2016-03-26,Mixed,350.9,86,57.64,Industrial Waste,Unrecovered,3739167,9,No,50,7,139.3,3.23,238,7.03,26.4,Yes,No
2585,Punjab,District_10,2021-10-26,Mixed,350.9,297,85.45,Illegal Dumping,Partially Recovered,3240389,46,Yes,53,9,139.3,3.23,182,7.03,26.4,Yes,Yes
2586,Bihar,District_7,2021-03-15,Mixed,350.9,56,80.79,Urban Expansion,Unrecovered,2301232,259,Yes,46,9,139.3,3.23,99,7.03,26.4,No,Yes
2587,Gujarat,District_18,2015-03-21,Water,350.9,119,14.09,Industrial Waste,Unrecovered,3863576,11,No,52,9,139.3,3.23,232,7.03,26.4,No,Yes
2588,Bihar,District_16,2018-04-08,Water,350.9,209,71.68,Deforestation,Recovered,3212360,297,No,124,9,139.3,3.23,75,7.03,26.4,No,No
2589,Maharashtra,District_20,2015-12-16,Water,350.9,436,44.11,Urban Expansion,Unrecovered,618527,225,Yes,157,7,139.3,3.23,187,7.03,26.4,Yes,No
2590,Maharashtra,District_6,2016-04-13,Soil,350.9,219,30.17,Illegal Dumping,Partially Recovered,2732951,259,Yes,5,6,139.3,3.23,60,7.03,26.4,No,No
2591,Odisha,District_9,2020-12-17,Water,350.9,385,5.95,Urban Expansion,Unrecovered,67942,83,Yes,74,1,139.3,3.23,345,7.03,26.4,No,Yes
2592,Uttar Pradesh,District_13,2012-05-11,Air,350.9,429,49.24,Industrial Waste,Partially Recovered,3165003,5,No,95,0,139.3,3.23,151,7.03,26.4,No,Yes
2593,Kerala,District_8,2013-12-04,Mixed,350.9,163,36.19,Illegal Dumping,Unrecovered,648466,246,No,75,5,139.3,3.23,60,7.03,26.4,No,No
2594,Punjab,District_16,2013-06-10,Soil,350.9,19,25.9,Deforestation,Unrecovered,2458382,34,No,168,7,139.3,3.23,161,7.03,26.4,Yes,No
2595,Bihar,District_13,2021-09-08,Soil,350.9,424,69.77,Industrial Waste,Unrecovered,4592112,174,No,116,0,139.3,3.23,143,7.03,26.4,Yes,Yes
2596,Gujarat,District_13,2010-02-16,Soil,350.9,362,77.18,Industrial Waste,Partially Recovered,647462,64,Yes,130,2,139.3,3.23,309,7.03,26.4,Yes,No
2597,Maharashtra,District_17,2016-04-12,Soil,350.9,166,25.23,Illegal Dumping,Recovered,4006906,146,No,68,0,139.3,3.23,307,7.03,26.4,No,Yes
2598,Maharashtra,District_20,2012-10-27,Soil,350.9,270,5.9,Illegal Dumping,Partially Recovered,3368365,56,No,80,9,139.3,3.23,216,7.03,26.4,No,Yes
2599,Uttar Pradesh,District_5,2010-09-09,Air,350.9,86,85.03,Urban Expansion,Recovered,1360655,192,No,105,8,139.3,3.23,258,7.03,26.4,No,Yes
2600,Gujarat,District_17,2016-07-02,Mixed,350.9,266,1.99,Deforestation,Partially Recovered,2531969,12,Yes,69,6,139.3,3.23,94,7.03,26.4,Yes,Yes
2601,Gujarat,District_9,2014-11-27,Soil,350.9,480,93.77,Urban Expansion,Unrecovered,574153,17,Yes,163,7,139.3,3.23,379,7.03,26.4,No,No
2602,Uttar Pradesh,District_2,2019-09-21,Mixed,350.9,497,63.13,Urban Expansion,Unrecovered,3514953,245,No,142,8,139.3,3.23,254,7.03,26.4,Yes,Yes
2603,Maharashtra,District_18,2017-12-09,Water,350.9,140,32.86,Industrial Waste,Recovered,2447997,162,No,143,2,139.3,3.23,91,7.03,26.4,No,Yes
2604,Kerala,District_9,2014-03-01,Soil,350.9,76,25.4,Illegal Dumping,Recovered,4616136,113,Yes,134,9,139.3,3.23,334,7.03,26.4,Yes,No
2605,Karnataka,District_6,2021-08-07,Soil,350.9,464,1.89,Industrial Waste,Partially Recovered,808086,281,Yes,16,1,139.3,3.23,149,7.03,26.4,Yes,Yes
2606,Karnataka,District_11,2023-03-12,Mixed,350.9,237,24.31,Deforestation,Partially Recovered,552118,232,No,87,5,139.3,3.23,321,7.03,26.4,No,Yes
2607,Uttar Pradesh,District_6,2023-07-21,Soil,350.9,172,14.64,Urban Expansion,Recovered,419421,165,Yes,124,4,139.3,3.23,55,7.03,26.4,No,Yes
2608,Gujarat,District_6,2014-06-29,Soil,350.9,24,61.6,Deforestation,Recovered,576713,25,No,174,3,139.3,3.23,91,7.03,26.4,Yes,Yes
2609,Punjab,District_13,2010-08-02,Soil,350.9,241,17.49,Illegal Dumping,Partially Recovered,2588062,125,Yes,140,5,139.3,3.23,302,7.03,26.4,Yes,No
2610,Uttar Pradesh,District_11,2011-06-06,Air,350.9,204,53.33,Illegal Dumping,Recovered,3757371,280,No,41,5,139.3,3.23,125,7.03,26.4,No,No
2611,Kerala,District_14,2014-05-04,Air,350.9,358,59.42,Agricultural Runoff,Recovered,1487643,285,No,119,2,139.3,3.23,91,7.03,26.4,Yes,No
2612,Uttar Pradesh,District_2,2019-02-25,Soil,350.9,39,30.51,Deforestation,Recovered,3788055,282,No,19,1,139.3,3.23,317,7.03,26.4,No,No
2613,Tamil Nadu,District_8,2010-11-21,Air,350.9,368,4.47,Industrial Waste,Recovered,4604472,138,No,76,8,139.3,3.23,266,7.03,26.4,No,Yes
2614,Bihar,District_3,2017-08-08,Water,350.9,347,4.69,Deforestation,Unrecovered,2590129,100,Yes,109,7,139.3,3.23,113,7.03,26.4,Yes,Yes
2615,Gujarat,District_3,2010-05-04,Soil,350.9,340,3.61,Urban Expansion,Unrecovered,1821703,10,Yes,119,3,139.3,3.23,228,7.03,26.4,Yes,No
2616,Odisha,District_1,2022-09-18,Water,350.9,436,74.17,Illegal Dumping,Recovered,4471839,215,No,113,5,139.3,3.23,78,7.03,26.4,No,Yes
2617,Odisha,District_19,2016-02-17,Mixed,350.9,325,32.48,Illegal Dumping,Partially Recovered,2580372,29,Yes,2,2,139.3,3.23,324,7.03,26.4,Yes,No
2618,Gujarat,District_18,2013-05-08,Water,350.9,495,79.83,Deforestation,Unrecovered,1252116,93,No,20,7,139.3,3.23,265,7.03,26.4,Yes,Yes
2619,Kerala,District_17,2015-10-09,Mixed,350.9,305,43.74,Deforestation,Partially Recovered,25091,115,Yes,119,2,139.3,3.23,350,7.03,26.4,No,No
2620,Tamil Nadu,District_20,2023-09-05,Soil,350.9,458,45.85,Deforestation,Partially Recovered,3531140,270,No,95,1,139.3,3.23,103,7.03,26.4,Yes,No
2621,Tamil Nadu,District_13,2014-08-05,Mixed,350.9,422,51.78,Urban Expansion,Unrecovered,2951937,290,Yes,137,6,139.3,3.23,129,7.03,26.4,Yes,No
2622,Maharashtra,District_3,2019-04-06,Mixed,350.9,339,71.59,Urban Expansion,Partially Recovered,4540948,38,Yes,21,2,139.3,3.23,243,7.03,26.4,Yes,No
2623,Bihar,District_1,2020-11-25,Water,350.9,229,28.08,Industrial Waste,Partially Recovered,384924,23,Yes,8,8,139.3,3.23,249,7.03,26.4,Yes,Yes
2624,Karnataka,District_4,2019-07-01,Water,350.9,386,13.04,Deforestation,Recovered,452850,263,Yes,167,2,139.3,3.23,62,7.03,26.4,No,Yes
2625,West Bengal,District_13,2017-06-30,Water,350.9,488,56.05,Industrial Waste,Recovered,4203584,42,No,165,7,139.3,3.23,271,7.03,26.4,Yes,Yes
2626,Kerala,District_17,2015-10-21,Soil,350.9,156,33.37,Agricultural Runoff,Recovered,299112,169,No,29,1,139.3,3.23,242,7.03,26.4,Yes,No
2627,West Bengal,District_11,2018-04-04,Soil,350.9,268,44.81,Urban Expansion,Unrecovered,3327005,168,Yes,35,8,139.3,3.23,376,7.03,26.4,Yes,No
2628,West Bengal,District_2,2023-08-08,Water,350.9,301,65.05,Illegal Dumping,Recovered,2839419,25,Yes,38,0,139.3,3.23,289,7.03,26.4,Yes,Yes
2629,Gujarat,District_16,2013-12-06,Soil,350.9,308,49.92,Agricultural Runoff,Partially Recovered,2018621,179,Yes,90,2,139.3,3.23,319,7.03,26.4,No,Yes
2630,Odisha,District_2,2020-02-23,Soil,350.9,152,62.41,Illegal Dumping,Partially Recovered,1708265,149,Yes,163,1,139.3,3.23,347,7.03,26.4,No,Yes
2631,Odisha,District_19,2011-06-17,Mixed,350.9,490,54.88,Agricultural Runoff,Partially Recovered,4950881,132,No,68,6,139.3,3.23,148,7.03,26.4,No,Yes
2632,Karnataka,District_19,2020-11-25,Mixed,350.9,434,74.24,Industrial Waste,Partially Recovered,2472803,142,Yes,131,4,139.3,3.23,269,7.03,26.4,Yes,No
2633,Gujarat,District_16,2016-10-16,Water,350.9,244,70.89,Industrial Waste,Partially Recovered,2552881,163,Yes,109,7,139.3,3.23,381,7.03,26.4,No,No
2634,West Bengal,District_19,2023-03-21,Soil,350.9,124,53.88,Urban Expansion,Unrecovered,4456011,100,Yes,111,1,139.3,3.23,153,7.03,26.4,No,Yes
2635,Punjab,District_9,2018-11-09,Mixed,350.9,374,68.21,Illegal Dumping,Partially Recovered,674393,62,Yes,12,7,139.3,3.23,114,7.03,26.4,Yes,Yes
2636,Odisha,District_1,2013-03-27,Air,350.9,99,87.48,Agricultural Runoff,Unrecovered,3306718,92,Yes,32,6,139.3,3.23,194,7.03,26.4,Yes,Yes
2637,Kerala,District_10,2021-11-08,Soil,350.9,217,43.79,Deforestation,Partially Recovered,4383898,206,Yes,175,4,139.3,3.23,87,7.03,26.4,No,No
2638,Kerala,District_19,2013-12-05,Air,350.9,173,41.86,Deforestation,Unrecovered,1442666,71,Yes,63,1,139.3,3.23,77,7.03,26.4,No,Yes
2639,Maharashtra,District_1,2023-01-19,Water,350.9,490,76.66,Urban Expansion,Unrecovered,4759780,59,Yes,154,9,139.3,3.23,338,7.03,26.4,Yes,No
2640,Uttar Pradesh,District_2,2018-09-16,Soil,350.9,93,58.67,Illegal Dumping,Partially Recovered,2424430,28,No,43,6,139.3,3.23,286,7.03,26.4,Yes,No
2641,Punjab,District_16,2019-05-15,Water,350.9,86,8.03,Deforestation,Partially Recovered,3994817,18,Yes,107,9,139.3,3.23,175,7.03,26.4,Yes,Yes
2642,Odisha,District_12,2020-09-07,Water,350.9,170,89.32,Urban Expansion,Partially Recovered,1356808,72,Yes,172,3,139.3,3.23,375,7.03,26.4,No,Yes
2643,Tamil Nadu,District_8,2016-05-07,Water,350.9,14,4.05,Urban Expansion,Partially Recovered,2515347,245,Yes,38,3,139.3,3.23,134,7.03,26.4,Yes,Yes
2644,Odisha,District_18,2011-02-22,Water,350.9,494,75.09,Illegal Dumping,Recovered,3288395,86,Yes,29,7,139.3,3.23,286,7.03,26.4,No,No
2645,Maharashtra,District_2,2016-04-04,Water,350.9,87,76.12,Deforestation,Recovered,4694624,182,No,55,5,139.3,3.23,295,7.03,26.4,No,Yes
2646,Kerala,District_13,2012-08-16,Soil,350.9,100,95.36,Deforestation,Unrecovered,77824,196,Yes,52,8,139.3,3.23,315,7.03,26.4,No,Yes
2647,West Bengal,District_6,2017-06-10,Air,350.9,96,6.36,Deforestation,Unrecovered,2998733,243,No,115,1,139.3,3.23,298,7.03,26.4,Yes,No
2648,Tamil Nadu,District_6,2015-10-26,Soil,350.9,279,60.09,Industrial Waste,Recovered,4375807,117,No,19,4,139.3,3.23,341,7.03,26.4,No,No
2649,Gujarat,District_9,2021-04-10,Soil,350.9,113,43.36,Deforestation,Unrecovered,2463843,81,No,35,5,139.3,3.23,254,7.03,26.4,No,No
2650,Bihar,District_16,2015-06-17,Soil,350.9,461,33.73,Agricultural Runoff,Partially Recovered,3801640,246,No,48,7,139.3,3.23,277,7.03,26.4,No,Yes
2651,West Bengal,District_11,2012-06-23,Mixed,350.9,496,9.94,Industrial Waste,Unrecovered,3566071,233,Yes,110,3,139.3,3.23,289,7.03,26.4,No,No
2652,Bihar,District_7,2021-10-13,Mixed,350.9,348,56.7,Industrial Waste,Unrecovered,2883806,152,No,31,6,139.3,3.23,122,7.03,26.4,Yes,No
2653,Punjab,District_10,2019-10-13,Soil,350.9,184,48.43,Industrial Waste,Unrecovered,2048560,271,No,3,6,139.3,3.23,208,7.03,26.4,No,No
2654,Uttar Pradesh,District_10,2010-08-23,Air,350.9,63,11.35,Industrial Waste,Recovered,4002850,34,Yes,163,3,139.3,3.23,261,7.03,26.4,Yes,No
2655,Tamil Nadu,District_20,2023-01-29,Soil,350.9,397,61.64,Urban Expansion,Recovered,4726344,212,No,88,0,139.3,3.23,185,7.03,26.4,Yes,No
2656,Karnataka,District_18,2014-08-18,Water,350.9,487,74.06,Agricultural Runoff,Unrecovered,1660702,210,No,52,2,139.3,3.23,332,7.03,26.4,No,Yes
2657,Tamil Nadu,District_20,2022-05-01,Mixed,350.9,220,76.96,Illegal Dumping,Partially Recovered,1167060,138,No,71,1,139.3,3.23,213,7.03,26.4,No,No
2658,Odisha,District_9,2016-03-07,Mixed,350.9,104,90.63,Deforestation,Unrecovered,4597727,188,No,51,2,139.3,3.23,186,7.03,26.4,Yes,No
2659,Kerala,District_15,2021-12-02,Soil,350.9,232,41.54,Industrial Waste,Recovered,1059659,299,Yes,56,4,139.3,3.23,220,7.03,26.4,Yes,No
2660,Odisha,District_4,2016-02-08,Soil,350.9,18,95.35,Illegal Dumping,Partially Recovered,2164261,251,No,99,0,139.3,3.23,201,7.03,26.4,Yes,Yes
2661,Odisha,District_8,2017-10-12,Air,350.9,62,86.68,Urban Expansion,Unrecovered,4136879,149,Yes,21,4,139.3,3.23,214,7.03,26.4,Yes,Yes
2662,Punjab,District_9,2021-03-09,Air,350.9,86,30.35,Illegal Dumping,Recovered,2738332,218,Yes,129,1,139.3,3.23,346,7.03,26.4,No,No
2663,West Bengal,District_13,2014-12-25,Water,350.9,215,16.77,Industrial Waste,Partially Recovered,1511093,81,Yes,108,3,139.3,3.23,153,7.03,26.4,No,No
2664,Karnataka,District_9,2015-08-15,Soil,350.9,325,44.1,Agricultural Runoff,Unrecovered,4528681,189,No,53,5,139.3,3.23,271,7.03,26.4,No,No
2665,Karnataka,District_4,2022-02-02,Soil,350.9,311,40.79,Illegal Dumping,Recovered,1398975,233,No,6,8,139.3,3.23,331,7.03,26.4,No,No
2666,Odisha,District_17,2016-08-10,Soil,350.9,319,58.0,Industrial Waste,Partially Recovered,1735713,175,Yes,82,9,139.3,3.23,178,7.03,26.4,Yes,Yes
2667,Bihar,District_16,2020-04-13,Mixed,350.9,339,58.76,Industrial Waste,Unrecovered,3598229,231,Yes,79,5,139.3,3.23,269,7.03,26.4,Yes,Yes
2668,Punjab,District_15,2020-03-24,Water,350.9,121,75.25,Deforestation,Partially Recovered,4279322,62,Yes,47,9,139.3,3.23,222,7.03,26.4,No,Yes
2669,Odisha,District_3,2016-11-12,Air,350.9,360,51.48,Deforestation,Partially Recovered,2052003,236,Yes,96,1,139.3,3.23,397,7.03,26.4,No,No
2670,Uttar Pradesh,District_20,2013-10-06,Mixed,350.9,174,11.38,Agricultural Runoff,Partially Recovered,1415392,32,Yes,106,7,139.3,3.23,145,7.03,26.4,No,No
2671,Kerala,District_5,2010-07-02,Mixed,350.9,288,85.97,Deforestation,Recovered,802553,212,Yes,178,4,139.3,3.23,101,7.03,26.4,Yes,Yes
2672,West Bengal,District_5,2021-10-31,Mixed,350.9,36,31.67,Agricultural Runoff,Unrecovered,3255060,59,No,82,8,139.3,3.23,143,7.03,26.4,No,Yes
2673,Gujarat,District_20,2018-06-20,Mixed,350.9,79,97.16,Urban Expansion,Partially Recovered,2437159,1,No,31,9,139.3,3.23,113,7.03,26.4,Yes,No
2674,Uttar Pradesh,District_15,2019-10-19,Water,350.9,227,12.67,Urban Expansion,Partially Recovered,1732866,56,No,157,8,139.3,3.23,70,7.03,26.4,Yes,Yes
2675,Bihar,District_18,2010-01-03,Soil,350.9,459,95.87,Deforestation,Partially Recovered,4254291,286,Yes,143,3,139.3,3.23,155,7.03,26.4,Yes,Yes
2676,Tamil Nadu,District_15,2022-12-14,Air,350.9,374,10.01,Urban Expansion,Recovered,1159363,137,No,58,0,139.3,3.23,385,7.03,26.4,Yes,Yes
2677,Tamil Nadu,District_2,2011-11-02,Air,350.9,198,23.87,Illegal Dumping,Partially Recovered,2101823,278,Yes,23,8,139.3,3.23,249,7.03,26.4,No,Yes
2678,Uttar Pradesh,District_13,2021-08-02,Mixed,350.9,342,5.61,Illegal Dumping,Recovered,1614552,213,Yes,166,8,139.3,3.23,381,7.03,26.4,Yes,Yes
2679,Odisha,District_4,2021-10-07,Mixed,350.9,444,70.81,Illegal Dumping,Recovered,3001618,238,No,41,7,139.3,3.23,330,7.03,26.4,Yes,No
2680,Gujarat,District_10,2015-06-11,Water,350.9,315,85.18,Urban Expansion,Partially Recovered,3264134,284,Yes,15,4,139.3,3.23,331,7.03,26.4,No,No
2681,Maharashtra,District_13,2013-07-15,Mixed,350.9,133,43.97,Illegal Dumping,Partially Recovered,3163032,30,No,87,4,139.3,3.23,149,7.03,26.4,No,No
2682,Maharashtra,District_10,2019-07-20,Air,350.9,28,92.92,Agricultural Runoff,Recovered,1859955,205,No,3,9,139.3,3.23,386,7.03,26.4,Yes,No
2683,Bihar,District_9,2013-04-16,Air,350.9,266,59.44,Industrial Waste,Recovered,4213799,273,No,1,5,139.3,3.23,76,7.03,26.4,No,Yes
2684,Odisha,District_8,2019-12-10,Soil,350.9,305,63.37,Deforestation,Partially Recovered,1812632,10,Yes,75,0,139.3,3.23,294,7.03,26.4,No,No
2685,Karnataka,District_3,2015-02-16,Soil,350.9,425,84.7,Agricultural Runoff,Recovered,316688,46,Yes,139,8,139.3,3.23,112,7.03,26.4,Yes,Yes
2686,Karnataka,District_16,2012-06-08,Air,350.9,31,30.38,Illegal Dumping,Recovered,635058,2,Yes,76,4,139.3,3.23,391,7.03,26.4,No,Yes
2687,West Bengal,District_14,2019-04-20,Air,350.9,377,36.07,Industrial Waste,Partially Recovered,1485785,129,No,4,6,139.3,3.23,87,7.03,26.4,Yes,No
2688,Gujarat,District_9,2023-06-22,Water,350.9,486,90.69,Deforestation,Partially Recovered,2122139,71,Yes,25,7,139.3,3.23,351,7.03,26.4,Yes,No
2689,Gujarat,District_11,2021-11-25,Water,350.9,459,90.2,Agricultural Runoff,Unrecovered,4354465,158,No,171,4,139.3,3.23,176,7.03,26.4,No,No
2690,Tamil Nadu,District_3,2012-03-07,Air,350.9,49,97.67,Deforestation,Partially Recovered,1648861,129,Yes,94,2,139.3,3.23,120,7.03,26.4,No,No
2691,Punjab,District_5,2013-07-27,Mixed,350.9,47,90.28,Urban Expansion,Partially Recovered,1070041,21,No,168,5,139.3,3.23,183,7.03,26.4,No,Yes
2692,Bihar,District_10,2018-06-10,Soil,350.9,57,13.61,Illegal Dumping,Partially Recovered,3237799,134,No,96,6,139.3,3.23,302,7.03,26.4,Yes,Yes
2693,Maharashtra,District_13,2012-06-02,Air,350.9,192,82.55,Agricultural Runoff,Unrecovered,829072,19,Yes,108,3,139.3,3.23,62,7.03,26.4,No,Yes
2694,Bihar,District_4,2021-07-03,Mixed,350.9,84,41.57,Agricultural Runoff,Recovered,2445293,219,Yes,99,8,139.3,3.23,223,7.03,26.4,Yes,No
2695,Karnataka,District_13,2021-10-14,Air,350.9,218,99.09,Industrial Waste,Partially Recovered,3419657,129,No,95,3,139.3,3.23,139,7.03,26.4,No,No
2696,Karnataka,District_12,2013-09-22,Soil,350.9,192,47.76,Industrial Waste,Partially Recovered,646904,31,No,100,9,139.3,3.23,338,7.03,26.4,Yes,Yes
2697,Uttar Pradesh,District_5,2022-06-02,Soil,350.9,444,55.83,Industrial Waste,Unrecovered,1573790,89,Yes,91,1,139.3,3.23,256,7.03,26.4,No,Yes
2698,West Bengal,District_10,2021-01-11,Water,350.9,116,53.45,Deforestation,Unrecovered,3047885,258,No,44,8,139.3,3.23,111,7.03,26.4,Yes,No
2699,Gujarat,District_9,2014-09-19,Water,350.9,197,32.85,Illegal Dumping,Unrecovered,2608261,297,Yes,128,3,139.3,3.23,368,7.03,26.4,No,No
2700,Kerala,District_20,2016-03-18,Water,350.9,273,8.43,Deforestation,Recovered,1801599,248,Yes,23,3,139.3,3.23,361,7.03,26.4,No,Yes
2701,Bihar,District_7,2021-05-13,Water,350.9,95,89.67,Illegal Dumping,Unrecovered,4659370,172,No,23,9,139.3,3.23,88,7.03,26.4,No,Yes
2702,Karnataka,District_2,2013-05-29,Soil,350.9,333,80.46,Agricultural Runoff,Recovered,3714277,46,Yes,55,0,139.3,3.23,109,7.03,26.4,No,Yes
2703,Punjab,District_7,2019-09-15,Mixed,350.9,340,14.81,Deforestation,Partially Recovered,3869567,196,No,161,1,139.3,3.23,154,7.03,26.4,No,No
2704,Tamil Nadu,District_8,2023-07-11,Mixed,350.9,465,77.9,Deforestation,Partially Recovered,2853408,33,Yes,77,2,139.3,3.23,288,7.03,26.4,Yes,Yes
2705,Maharashtra,District_7,2022-01-13,Mixed,350.9,146,62.96,Deforestation,Partially Recovered,3259195,253,No,63,6,139.3,3.23,176,7.03,26.4,Yes,Yes
2706,West Bengal,District_14,2015-11-02,Air,350.9,355,41.51,Urban Expansion,Unrecovered,3460252,247,Yes,103,8,139.3,3.23,132,7.03,26.4,No,No
2707,Punjab,District_19,2016-11-22,Water,350.9,395,26.15,Illegal Dumping,Partially Recovered,2735448,41,Yes,60,4,139.3,3.23,269,7.03,26.4,Yes,Yes
